account_rewards,date
-40803.175599998794,2014-01-30
84857.92400000007,2014-02-07
-15078.31119999859,2014-02-10
-67112.72799999938,2014-02-11
-106878.11200000433,2014-02-12
31223.208800000823,2014-02-13
42616.55160000344,2014-02-14
-166792.45200000252,2014-02-17
2534.5624000014295,2014-02-18
-54901.27840000273,2014-02-19
-77174.75359999671,2014-02-20
-222250.40999999945,2014-02-21
-237694.83440000046,2014-02-24
-91477.4316000021,2014-02-25
-52236.96039999918,2014-02-26
54755.28999999995,2014-02-27
16969.958799999178,2014-02-28
-104593.64800000032,2014-03-03
-27334.870800000663,2014-03-04
-59338.761199998116,2014-03-05
65218.330799999814,2014-03-06
-254104.50639999937,2014-03-07
24178.00319999912,2014-03-10
-120140.83239999856,2014-03-11
104360.25399999844,2014-03-12
-88824.49079999956,2014-03-13
-19189.071999998032,2014-03-14
-38648.53560000059,2014-03-17
-100535.25880000343,2014-03-18
-191998.99079999886,2014-03-19
59906.5464000003,2014-03-20
-37449.675599997936,2014-03-21
-127785.95320000115,2014-03-24
-125667.81439999897,2014-03-25
-120394.83160000118,2014-03-26
-92329.69719999946,2014-03-27
-45077.617600000885,2014-03-28
69688.3439999999,2014-03-31
737.1943999980922,2014-04-01
-71407.74119999759,2014-04-02
-35994.36999999639,2014-04-03
89755.81479999679,2014-04-04
-51737.80799999973,2014-04-08
121752.54879999837,2014-04-09
55719.04799999912,2014-04-10
-98328.60879999567,2014-04-11
-133286.27480000502,2014-04-14
-107266.79799999877,2014-04-15
-64486.185199997446,2014-04-16
-62816.65160000033,2014-04-17
-148356.4228000027,2014-04-18
-38062.88439999797,2014-04-21
-65474.87560000082,2014-04-22
-70073.54080000232,2014-04-23
-277847.6491999973,2014-04-24
-175223.329999999,2014-04-25
19049.90280000068,2014-04-28
-2944.570400004354,2014-04-29
-87372.38479999678,2014-04-30
-62102.441600001235,2014-05-05
-103001.9516,2014-05-06
-58382.7240000007,2014-05-07
-77768.27279999635,2014-05-08
58904.1567999973,2014-05-09
-72373.7903999993,2014-05-12
-134011.63599999945,2014-05-13
-108903.61839999977,2014-05-14
-72121.9380000019,2014-05-15
-194445.72960000075,2014-05-16
-83816.24119999984,2014-05-19
27722.714000002314,2014-05-20
-101137.14520000103,2014-05-21
19248.451600001204,2014-05-22
-17913.463999999483,2014-05-23
-87620.1236,2014-05-26
-13492.526800001575,2014-05-27
-65331.93200000044,2014-05-28
-82423.84000000019,2014-05-29
-111802.78759999928,2014-05-30
-116153.6011999997,2014-06-03
26018.46999999706,2014-06-04
-106609.42159999706,2014-06-05
-50428.74600000145,2014-06-06
-1029.1683999969987,2014-06-09
-48897.98640000205,2014-06-10
-58763.12880000164,2014-06-11
-17992.311999999696,2014-06-12
-8869.22039999828,2014-06-13
-99976.55680000034,2014-06-16
-85916.09679999996,2014-06-17
-133856.04519999918,2014-06-18
-37266.65400000011,2014-06-19
-24449.990400003135,2014-06-20
42808.22320000242,2014-06-23
-302389.527199999,2014-06-24
-40296.85080000058,2014-06-25
-62773.16320000071,2014-06-26
-983.9539999990004,2014-06-27
-44763.52919999765,2014-06-30
-55418.90640000118,2014-07-01
10925.929599997573,2014-07-02
-49642.28159999989,2014-07-03
-75769.32039999825,2014-07-04
-83705.67319999881,2014-07-07
-116005.09960000128,2014-07-08
-71741.04519999948,2014-07-09
-29349.64960000238,2014-07-10
60306.634800000524,2014-07-11
34741.28759999975,2014-07-14
-229961.79039999918,2014-07-15
-91801.25599999666,2014-07-16
60945.11919999486,2014-07-17
25229.206000002174,2014-07-18
3439.4195999978074,2014-07-21
-5739.207599999329,2014-07-22
33323.273199999894,2014-07-23
-25998.082399997624,2014-07-24
5954.998399998064,2014-07-25
-114905.52839999938,2014-07-28
-87950.48680000106,2014-07-29
6535.734800000799,2014-07-30
-84903.75880000059,2014-07-31
39554.42799999938,2014-08-01
-53768.21279999714,2014-08-04
-117576.54760000047,2014-08-05
-150107.68600000205,2014-08-06
-73933.52519999915,2014-08-07
19722.073599999163,2014-08-08
-93928.94559999635,2014-08-11
-56540.48120000134,2014-08-12
-103624.37840000121,2014-08-13
-12132.790400001686,2014-08-14
-52733.93839999832,2014-08-15
-74714.25919999901,2014-08-18
-55164.6928000006,2014-08-19
-123569.19519999882,2014-08-20
-51682.59520000092,2014-08-21
-100323.51360000105,2014-08-22
-98908.80920000044,2014-08-25
-61736.37479999668,2014-08-26
-90157.68040000227,2014-08-27
25259.18479999858,2014-08-28
-22425.513599997357,2014-08-29
42833.27879999698,2014-09-01
3037.739200001825,2014-09-02
-126.86840000022926,2014-09-03
87.42160000186124,2014-09-04
-130549.9827999996,2014-09-05
-97106.32240000289,2014-09-09
-97699.53399999894,2014-09-10
-37537.531200002115,2014-09-11
-89691.63040000005,2014-09-12
-199491.17879999735,2014-09-15
-45632.55960000086,2014-09-16
-37822.88799999922,2014-09-17
-29005.476000001123,2014-09-18
-184419.18719999903,2014-09-19
8538.617599999545,2014-09-22
25052.954399998405,2014-09-23
-47116.02199999848,2014-09-24
-46229.80839999847,2014-09-25
-80167.23680000294,2014-09-26
-17534.160799997768,2014-09-29
15879.156399999352,2014-09-30
-102860.60080000116,2014-10-08
-128713.05399999782,2014-10-09
-88818.27840000235,2014-10-10
-86949.33759999914,2014-10-13
57506.37439999887,2014-10-14
-119619.27919999592,2014-10-15
-43079.66480000413,2014-10-16
-51017.14959999861,2014-10-17
-115774.84239999975,2014-10-20
-101638.49760000045,2014-10-21
-107508.85520000024,2014-10-22
-86620.52559999905,2014-10-23
-76783.08799999794,2014-10-24
12961.29879999656,2014-10-27
-22740.21559999958,2014-10-28
-73801.87199999753,2014-10-29
6273.126399996419,2014-10-30
-72917.23759999777,2014-10-31
-147536.48759999912,2014-11-03
-156448.8656000021,2014-11-04
-61216.69999999773,2014-11-05
-44664.22560000134,2014-11-06
122675.96079999843,2014-11-07
-90525.61519999945,2014-11-10
-3514.639999998619,2014-11-11
-95228.9372000012,2014-11-12
73064.76640000063,2014-11-13
-84719.8667999997,2014-11-14
-189336.64720000193,2014-11-17
-118530.86480000023,2014-11-18
-83951.45199999653,2014-11-19
29391.84559999929,2014-11-20
76666.2483999988,2014-11-21
43157.66840000001,2014-11-24
57662.27880000091,2014-11-25
-65604.32279999892,2014-11-26
-33387.94160000104,2014-11-27
30055.62799999818,2014-11-28
46840.02319999951,2014-12-01
38732.9800000012,2014-12-02
295949.1743999985,2014-12-03
-170864.6343999992,2014-12-04
111896.22400000111,2014-12-05
-267942.4759999999,2014-12-08
163264.7272000006,2014-12-09
-169070.8504000011,2014-12-10
-48067.32679999941,2014-12-11
69359.73439999984,2014-12-12
-8567.0044000029,2014-12-15
-61440.08799999595,2014-12-16
-39589.7732000023,2014-12-17
-51332.18480000172,2014-12-18
-115939.09839999965,2014-12-19
-89290.75919999716,2014-12-22
-256157.23160000163,2014-12-23
83757.28239999962,2014-12-24
82352.27759999958,2014-12-25
-86828.64039999744,2014-12-26
21044.34159999796,2014-12-29
42221.89720000134,2014-12-30
240252.37000000145,2014-12-31
-67429.92080000365,2015-01-05
-137211.9459999977,2015-01-06
-198674.3988000007,2015-01-07
-125553.93679999834,2015-01-08
-44129.50040000246,2015-01-09
-39923.52840000017,2015-01-12
-175018.56799999723,2015-01-13
57274.767199998576,2015-01-14
-25544.215999998774,2015-01-15
-622066.5284000007,2015-01-16
58425.06359999795,2015-01-19
160255.11000000124,2015-01-20
-86090.63280000068,2015-01-21
-113980.54199999914,2015-01-22
6571.775599998367,2015-01-23
-123442.41239999833,2015-01-26
-209693.82000000123,2015-01-27
-186372.3615999971,2015-01-28
-103149.8664000005,2015-01-29
-138873.4415999976,2015-01-30
105386.62399999573,2015-02-02
-166503.3735999993,2015-02-03
-178426.253999999,2015-02-04
-162269.03000000125,2015-02-05
131723.69199999992,2015-02-06
-31921.354800001216,2015-02-09
39931.820000002364,2015-02-10
-105359.74359999965,2015-02-11
-55710.84160000111,2015-02-12
36114.49959999709,2015-02-13
-51989.685999997615,2015-02-16
-211639.60679999893,2015-02-17
64413.35479999891,2015-02-25
-9922.989200001513,2015-02-26
2845.3492000039055,2015-02-27
-263465.94279999984,2015-03-02
-28209.167600000485,2015-03-03
-182896.8324000024,2015-03-04
-106737.95479999977,2015-03-05
90574.97800000165,2015-03-06
-146770.73040000023,2015-03-09
44661.90319999874,2015-03-10
206673.15639999977,2015-03-11
-60533.06360000001,2015-03-12
258628.7360000008,2015-03-13
18772.924799999193,2015-03-16
31195.471200006854,2015-03-17
-197252.29320000426,2015-03-18
41144.41119999676,2015-03-19
175951.16960000203,2015-03-20
-34389.05800000211,2015-03-23
-211034.9563999964,2015-03-24
-132599.94240000407,2015-03-25
-117411.32999999466,2015-03-26
56649.00279999509,2015-03-27
-35444.61839999711,2015-03-30
181303.9863999996,2015-03-31
20738.887200003654,2015-04-01
132332.65839999716,2015-04-02
57335.82159999972,2015-04-03
-142747.47400000136,2015-04-07
-104425.31719999597,2015-04-08
178517.6615999991,2015-04-09
116114.02119999539,2015-04-10
-86234.22319999867,2015-04-13
-489104.54279999534,2015-04-14
487933.1959999991,2015-04-15
-104110.0824000039,2015-04-16
-503305.9792000022,2015-04-17
448687.1712000067,2015-04-20
204722.06399999515,2015-04-21
-348602.897999997,2015-04-22
-175921.34840000278,2015-04-23
-18758.158399996268,2015-04-24
-504792.9928000025,2015-04-27
93368.75760000087,2015-04-28
-84052.68479999977,2015-04-29
-148980.72760000065,2015-04-30
-980369.5107999981,2015-05-04
-71206.30640000134,2015-05-05
-71303.65519999918,2015-05-06
330300.9803999996,2015-05-07
98411.51799999837,2015-05-08
-92762.65919999934,2015-05-11
-108637.8788000047,2015-05-12
-333170.29439999943,2015-05-13
-383747.3275999958,2015-05-14
-115176.62680000007,2015-05-15
149292.15919999467,2015-05-18
-38453.28679999479,2015-05-19
-7195.31120000237,2015-05-20
235270.44919999913,2015-05-21
296325.6568000004,2015-05-22
79515.99840000167,2015-05-25
-209482.17399999787,2015-05-26
-1093395.259200006,2015-05-27
135520.11600000036,2015-05-28
481152.0208000013,2015-05-29
84511.040400001,2015-06-01
-32934.486400000285,2015-06-02
-1710546.926799997,2015-06-03
-277316.30360000394,2015-06-04
65924.38440000295,2015-06-05
-159744.07240000032,2015-06-08
77909.90879999896,2015-06-09
-38578.11479999874,2015-06-10
-135900.204400001,2015-06-11
-539150.637999999,2015-06-12
-512458.4204000037,2015-06-15
164128.2172000022,2015-06-16
-578243.1491999958,2015-06-17
-451872.14440000424,2015-06-18
274418.4328000011,2015-06-19
39680.52039999836,2015-06-23
-550585.9947999987,2015-06-24
-783791.1516000006,2015-06-25
-341661.3379999995,2015-06-26
525242.3187999988,2015-06-29
-484891.5567999976,2015-06-30
-331773.0752000002,2015-07-01
-505608.292800001,2015-07-02
67752.46280000036,2015-07-03
-206311.47160000145,2015-07-06
-479466.8651999988,2015-07-07
432681.27520000003,2015-07-08
239001.35200000036,2015-07-09
-49268.942400004235,2015-07-10
-268967.373599997,2015-07-13
-178156.3835999962,2015-07-14
-347864.9800000021,2015-07-15
-78723.77840000011,2015-07-16
17653.28399999981,2015-07-17
-156954.72679999983,2015-07-20
-155073.89399999843,2015-07-21
88066.06559999812,2015-07-22
-231027.05879999956,2015-07-23
-1272480.9120000007,2015-07-24
-167472.55839999838,2015-07-27
87223.25999999835,2015-07-28
-311519.86960000015,2015-07-29
-45597.259599998135,2015-07-30
-85652.82520000136,2015-07-31
141868.14399999724,2015-08-03
-236954.82199999856,2015-08-04
-75271.34919999934,2015-08-05
124071.24239999893,2015-08-06
211305.4684000013,2015-08-07
-84240.86000000112,2015-08-10
-209899.27800000113,2015-08-11
22585.99359999984,2015-08-12
-70623.93440000019,2015-08-13
-158547.88279999842,2015-08-14
-468769.6899999984,2015-08-17
83896.3059999994,2015-08-18
-318946.1936000029,2015-08-19
-357344.1411999983,2015-08-20
-651915.4324000016,2015-08-21
-326136.12039999646,2015-08-24
-23977.010800001808,2015-08-25
344225.51800000295,2015-08-26
60400.957999999046,2015-08-27
-82256.87080000197,2015-08-28
-130797.41640000042,2015-08-31
-68609.81039999775,2015-09-01
-279648.58320000075,2015-09-02
66277.0236000003,2015-09-07
