account_rewards,date
-140191.9920000025,2014-02-17
18999.26240000145,2014-02-18
-53827.00840000274,2014-02-19
-67357.79359999673,2014-02-20
-169486.02999999942,2014-02-21
-194900.17440000054,2014-02-24
-69824.81160000303,2014-02-25
-3335.38039999824,2014-02-26
26903.559999999954,2014-02-27
35872.87879999919,2014-02-28
-109353.56799999939,2014-03-03
-593.9308000016074,2014-03-04
-49714.38119999811,2014-03-05
59593.590799998885,2014-03-06
-301432.1663999984,2014-03-07
39314.6931999991,2014-03-10
-139631.12239999857,2014-03-11
120223.30399999842,2014-03-12
-76641.09079999957,2014-03-13
7603.318000001981,2014-03-14
1093.7443999993905,2014-03-17
-53198.43880000341,2014-03-18
-220280.26079999792,2014-03-19
38506.896399999314,2014-03-20
-50837.08559999795,2014-03-21
-142876.16320000024,2014-03-24
-170899.41439999902,2014-03-25
-106705.93160000216,2014-03-26
-145269.19719999947,2014-03-27
-47147.47760000181,2014-03-28
86021.97400000077,2014-03-31
767.8643999980941,2014-04-01
-60069.72119999761,2014-04-02
-61075.74999999547,2014-04-03
59569.68479999581,2014-04-04
-43025.957999998805,2014-04-08
110013.65879999846,2014-04-09
95071.13799999817,2014-04-10
-97148.36879999563,2014-04-11
-120714.49480000407,2014-04-14
-98271.05799999966,2014-04-15
-18798.45519999839,2014-04-16
-57138.881600000335,2014-04-17
-117838.57280000077,2014-04-18
-17822.72439999891,2014-04-21
-104217.18560000083,2014-04-22
-69365.37080000229,2014-04-23
-287234.5691999973,2014-04-24
-170957.74999999983,2014-04-25
-10226.097199998403,2014-04-28
-20120.830400004357,2014-04-29
-94745.58479999678,2014-04-30
-48288.231600001214,2014-05-05
-82895.6716,2014-05-06
-55880.984000000695,2014-05-07
-72411.56279999639,2014-05-08
42454.1667999963,2014-05-09
-63603.940399998406,2014-05-12
-135356.0459999995,2014-05-13
-90889.06840000067,2014-05-14
-69312.04800000094,2014-05-15
-202672.67959999983,2014-05-16
-74751.23120000077,2014-05-19
59232.684000003224,2014-05-20
-62270.105200001,2014-05-21
32827.64160000033,2014-05-22
-10624.393999999476,2014-05-23
-84133.933600001,2014-05-26
8836.663200000303,2014-05-27
-53643.96200000137,2014-05-28
-73243.40000000107,2014-05-29
-75469.5375999993,2014-05-30
-118547.5211999997,2014-06-03
24814.119999998016,2014-06-04
-88733.29159999706,2014-06-05
-56316.39600000146,2014-06-06
12470.681600002068,2014-06-09
-52046.3264000011,2014-06-10
-61167.33880000164,2014-06-11
-16152.491999998763,2014-06-12
-2644.3203999992056,2014-06-13
-90382.70679999939,2014-06-16
-90860.88680000094,2014-06-17
-135896.77520000015,2014-06-18
-30283.723999999187,2014-06-19
-10908.810400001268,2014-06-20
67583.34320000147,2014-06-23
-358490.52719999885,2014-06-24
-45595.88080000151,2014-06-25
-47132.613199999774,2014-06-26
7965.75600000008,2014-06-27
-36234.73919999672,2014-06-30
